CrimeCenters
POINT (-96.79950216595303 32.79202176573529)
POINT (-96.67659219050758 32.7516501716793)
POINT (-96.84165655797439 32.70094538563945)
POINT (-96.8502493681234 32.9166321802624)
POINT (-96.73079225436484 32.88244466238616)
